S6_ORTHO_001-01_2014.04.20_RD_12bit_RGBI_6m,141.66 ,16-10-2015
S6_ORTHO_001-01_2016.03.10_RD_12bit_RGBI_6m,75.72 ,02-05-2016
S6_ORTHO_002-01_2014.04.20_RD_12bit_RGBI_6m,144.98 ,16-10-2015
S6_ORTHO_002-01_2014.07.24_RD_12bit_RGBI_6m,101.6 ,22-10-2015
S6_ORTHO_002-01_2014.08.23_RD_12bit_RGBI_6m,23.21 ,14-10-2015
S6_ORTHO_002-01_2016.03.12_RD_12bit_RGBI_6m,149.9 ,02-05-2016
S6_ORTHO_003-01_2014.04.20_RD_12bit_RGBI_6m,113.9 ,16-10-2015
S6_ORTHO_003-01_2016.03.12_RD_12bit_RGBI_6m,292 ,02-05-2016
S6_ORTHO_004-01_2014.04.20_RD_12bit_RGBI_6m,161.27 ,16-10-2015
S6_ORTHO_005-01_2014.04.20_RD_12bit_RGBI_6m,169.11 ,16-10-2015
S6_ORTHO_006-01_2014.04.20_RD_12bit_RGBI_6m,162.83 ,16-10-2015
S6_ORTHO_006-01_2016.03.13_RD_12bit_RGBI_6m,171.32 ,02-05-2016
S6_ORTHO_007-01_2014.04.22_RD_12bit_RGBI_6m,141.93 ,16-10-2015
S6_ORTHO_008-01_2014.04.25_RD_12bit_RGBI_6m,202.2 ,16-10-2015
S6_ORTHO_008-01_2016.03.17_RD_12bit_RGBI_6m,306.41 ,02-05-2016
S6_ORTHO_010-01_2014.05.18_RD_12bit_RGBI_6m,125.58 ,16-10-2015
S6_ORTHO_011-01_2014.05.18_RD_12bit_RGBI_6m,115.36 ,16-10-2015
S6_ORTHO_011-01_2015.03.12_RD_12bit_RGBI_6m,150.22 ,01-10-2015
S6_ORTHO_012-01_2014.05.18_RD_12bit_RGBI_6m,94.83 ,16-10-2015
S6_ORTHO_012-01_2015.03.12_RD_12bit_RGBI_6m,157.91 ,01-10-2015
S6_ORTHO_013-01_2014.05.18_RD_12bit_RGBI_6m,30.16 ,16-10-2015
S6_ORTHO_013-01_2015.03.12_RD_12bit_RGBI_6m,130.29 ,01-10-2015
S6_ORTHO_014-01_2014.05.18_RD_12bit_RGBI_6m,149.51 ,16-10-2015
S6_ORTHO_014-01_2015.03.12_RD_12bit_RGBI_6m,46.22 ,01-10-2015
S6_ORTHO_014-01_2016.03.13_RD_12bit_RGBI_6m,81.47 ,02-05-2016
S6_ORTHO_015-01_2014.05.18_RD_12bit_RGBI_6m,137.15 ,16-10-2015
S6_ORTHO_015-01_2015.03.12_RD_12bit_RGBI_6m,157.03 ,01-10-2015
S6_ORTHO_016-01_2015.03.12_RD_12bit_RGBI_6m,164.54 ,01-10-2015
S6_ORTHO_016-01_2016.03.26_RD_12bit_RGBI_6m,153.79 ,02-05-2016
S6_ORTHO_017-01_2015.03.12_RD_12bit_RGBI_6m,154.79 ,01-10-2015
S6_ORTHO_017-01_2016.03.26_RD_12bit_RGBI_6m,51.76 ,02-05-2016
S6_ORTHO_018-01_2015.03.12_RD_12bit_RGBI_6m,89.21 ,01-10-2015
S6_ORTHO_018-01_2016.03.26_RD_12bit_RGBI_6m,99.03 ,02-05-2016
S6_ORTHO_019-01_2014.05.18_RD_12bit_RGBI_6m,49.97 ,16-10-2015
S6_ORTHO_020-01_2014.05.18_RD_12bit_RGBI_6m,80.79 ,16-10-2015
S6_ORTHO_021-01_2014.05.18_RD_12bit_RGBI_6m,72.85 ,16-10-2015
S6_ORTHO_022-01_2014.05.25_RD_12bit_RGBI_6m,29.81 ,16-10-2015
S6_ORTHO_023-01_2014.05.25_RD_12bit_RGBI_6m,55.85 ,16-10-2015
S6_ORTHO_024-01_2014.05.25_RD_12bit_RGBI_6m,112.35 ,16-10-2015
S6_ORTHO_024-01_2015.04.02_RD_12bit_RGBI_6m,153.52 ,17-08-2015
S6_ORTHO_024-01_2016.04.19_RD_12bit_RGBI_6m,51.78 ,03-05-2016
S6_ORTHO_025-01_2014.05.25_RD_12bit_RGBI_6m,77.35 ,16-10-2015
S6_ORTHO_025-01_2015.04.02_RD_12bit_RGBI_6m,127.76 ,17-08-2015
S6_ORTHO_026-01_2014.06.06_RD_12bit_RGBI_6m,49.32 ,20-10-2015
S6_ORTHO_026-01_2015.04.02_RD_12bit_RGBI_6m,134.41 ,17-08-2015
S6_ORTHO_027-01_2014.06.06_RD_12bit_RGBI_6m,109.2 ,20-10-2015
S6_ORTHO_027-01_2015.04.05_RD_12bit_RGBI_6m,55.63 ,17-08-2015
S6_ORTHO_028-01_2014.06.06_RD_12bit_RGBI_6m,141.33 ,20-10-2015
S6_ORTHO_028-01_2015.04.05_RD_12bit_RGBI_6m,36.77 ,17-08-2015
S6_ORTHO_029-01_2014.06.06_RD_12bit_RGBI_6m,88.72 ,20-10-2015
S6_ORTHO_029-01_2015.04.05_RD_12bit_RGBI_6m,72.41 ,17-08-2015
S6_ORTHO_029-01_2016.04.12_RD_12bit_RGBI_6m,116.74 ,26-05-2016
S6_ORTHO_030-01_2014.06.06_RD_12bit_RGBI_6m,148.4 ,20-10-2015
S6_ORTHO_030-01_2015.04.05_RD_12bit_RGBI_6m,73.78 ,17-08-2015
S6_ORTHO_031-01_2014.06.06_RD_12bit_RGBI_6m,119.37 ,20-10-2015
S6_ORTHO_031-01_2015.04.09_RD_12bit_RGBI_6m,152.64 ,17-08-2015
S6_ORTHO_032-01_2014.06.06_RD_12bit_RGBI_6m,81.16 ,20-10-2015
S6_ORTHO_032-01_2015.04.09_RD_12bit_RGBI_6m,96.56 ,17-08-2015
S6_ORTHO_033-01_2014.06.06_RD_12bit_RGBI_6m,167.96 ,20-10-2015
S6_ORTHO_033-01_2015.04.09_RD_12bit_RGBI_6m,67 Kb	17-08-2015
S6_ORTHO_034-01_2014.06.09_RD_12bit_RGBI_6m,129.5 ,20-10-2015
S6_ORTHO_034-01_2015.04.09_RD_12bit_RGBI_6m,4.39 ,17-08-2015
S6_ORTHO_035-01_2014.06.11_RD_12bit_RGBI_6m,132.59 ,20-10-2015
S6_ORTHO_035-01_2015.04.09_RD_12bit_RGBI_6m,71 Kb	17-08-2015
S6_ORTHO_036-01_2014.06.11_RD_12bit_RGBI_6m,151.11 ,20-10-2015
S6_ORTHO_036-01_2015.04.09_RD_12bit_RGBI_6m,4.41 ,17-08-2015
S6_ORTHO_037-01_2014.06.11_RD_12bit_RGBI_6m,151.71 ,20-10-2015
S6_ORTHO_037-01_2015.04.09_RD_12bit_RGBI_6m,133.51 ,17-08-2015
S6_ORTHO_038-01_2014.06.11_RD_12bit_RGBI_6m,150.44 ,20-10-2015
S6_ORTHO_038-01_2015.04.09_RD_12bit_RGBI_6m,104.49 ,17-08-2015
S6_ORTHO_039-01_2014.06.11_RD_12bit_RGBI_6m,138.1 ,20-10-2015
S6_ORTHO_039-01_2015.04.09_RD_12bit_RGBI_6m,75.47 ,17-08-2015
S6_ORTHO_041-01_2015.04.14_RD_12bit_RGBI_6m,9.31 ,17-08-2015
S6_ORTHO_041-01_2016.05.06_RD_12bit_RGBI_6m,98.58 ,29-05-2016
S6_ORTHO_042-01_2014.06.11_RD_12bit_RGBI_6m,33.35 ,20-10-2015
S6_ORTHO_042-01_2015.04.14_RD_12bit_RGBI_6m,128.1 ,17-08-2015
S6_ORTHO_042-01_2016.05.06_RD_12bit_RGBI_6m,265.3 ,29-05-2016
S6_ORTHO_043-01_2014.06.11_RD_12bit_RGBI_6m,76.09 ,20-10-2015
S6_ORTHO_043-01_2015.04.14_RD_12bit_RGBI_6m,128.1 ,17-08-2015
S6_ORTHO_043-01_2016.05.06_RD_12bit_RGBI_6m,80.09 ,29-05-2016
S6_ORTHO_045-01_2014.06.11_RD_12bit_RGBI_6m,56.08 ,20-10-2015
S6_ORTHO_046-01_2014.06.11_RD_12bit_RGBI_6m,79.59 ,20-10-2015
S6_ORTHO_047-01_2014.06.23_RD_12bit_RGBI_6m,80.82 ,20-10-2015
S6_ORTHO_050-01_2014.06.25_RD_12bit_RGBI_6m,55.79 ,20-10-2015
S6_ORTHO_050-01_2016.06.05_RD_12bit_RGBI_6m,158.33 ,16-06-2016
S6_ORTHO_051-01_2016.06.05_RD_12bit_RGBI_6m,146.57 ,16-06-2016
S6_ORTHO_052-01_2014.06.25_RD_12bit_RGBI_6m,91.85 ,20-10-2015
S6_ORTHO_052-01_2016.06.05_RD_12bit_RGBI_6m,159.93 ,16-06-2016
S6_ORTHO_053-01_2015.04.21_RD_12bit_RGBI_6m,137.08 ,31-07-2015
S6_ORTHO_053-01_2016.06.05_RD_12bit_RGBI_6m,105.18 ,16-06-2016
S6_ORTHO_054-01_2015.04.21_RD_12bit_RGBI_6m,7.68 ,17-08-2015
S6_ORTHO_054-01_2016.06.05_RD_12bit_RGBI_6m,53.47 ,16-06-2016
S6_ORTHO_055-01_2014.04.22_RD_12bit_RGBI_6m,103.87 ,16-10-2015
S6_ORTHO_055-01_2015.04.26_RD_12bit_RGBI_6m,150.21 ,17-08-2015
S6_ORTHO_055-01_2016.06.05_RD_12bit_RGBI_6m,145.2 ,16-06-2016
S6_ORTHO_056-01_2014.04.25_RD_12bit_RGBI_6m,70.03 ,16-10-2015
S6_ORTHO_056-01_2015.04.28_RD_12bit_RGBI_6m,133.78 ,17-08-2015
S6_ORTHO_056-01_2016.06.06_RD_12bit_RGBI_6m,151.58 ,16-06-2016
S6_ORTHO_057-01_2014.06.06_RD_12bit_RGBI_6m,141.38 ,20-10-2015
S6_ORTHO_057-01_2015.04.28_RD_12bit_RGBI_6m,109.04 ,17-08-2015
S6_ORTHO_057-01_2016.06.06_RD_12bit_RGBI_6m,148.07 ,16-06-2016
S6_ORTHO_058-01_2014.06.06_RD_12bit_RGBI_6m,120.46 ,20-10-2015
S6_ORTHO_058-01_2015.04.28_RD_12bit_RGBI_6m,53.4 ,17-08-2015
S6_ORTHO_059-01_2014.06.18_RD_12bit_RGBI_6m,77.67 ,20-10-2015
S6_ORTHO_059-01_2015.04.28_RD_12bit_RGBI_6m,150.85 ,17-08-2015
S6_ORTHO_060-01_2015.04.28_RD_12bit_RGBI_6m,155.91 ,17-08-2015
S6_ORTHO_060-01_2016.06.22_RD_12bit_RGBI_6m,83.42 ,01-07-2016
S6_ORTHO_061-01_2014.06.13_RD_12bit_RGBI_6m,133.89 ,20-10-2015
S6_ORTHO_062-01_2014.06.06_RD_12bit_RGBI_6m,223.27 ,20-10-2015
S6_ORTHO_063-01_2014.06.13_RD_12bit_RGBI_6m,150.04 ,20-10-2015
S6_ORTHO_063-01_2016.06.29_RD_12bit_RGBI_6m,66.23 ,18-07-2016
S6_ORTHO_064-01_2014.05.30_RD_12bit_RGBI_6m,524.48 ,16-10-2015
S6_ORTHO_064-01_2016.06.29_RD_12bit_RGBI_6m,11.42 ,18-07-2016
S6_ORTHO_065-01_2015.05.05_RD_12bit_RGBI_6m,54.66 ,07-08-2015
S6_ORTHO_065-01_2016.07.18_RD_12bit_RGBI_6m,250.55 ,20-07-2016
S6_ORTHO_066-01_2014.05.25_RD_12bit_RGBI_6m,371.25 ,16-10-2015
S6_ORTHO_066-01_2015.05.05_RD_12bit_RGBI_6m,97.53 ,07-08-2015
S6_ORTHO_066-01_2016.07.18_RD_12bit_RGBI_6m,135.44 ,20-07-2016
S6_ORTHO_067-01_2015.05.05_RD_12bit_RGBI_6m,72.36 ,07-08-2015
S6_ORTHO_068-01_2014.06.20_RD_12bit_RGBI_6m,145.69 ,20-10-2015
S6_ORTHO_069-01_2015.05.05_RD_12bit_RGBI_6m,107.64 ,07-08-2015
S6_ORTHO_070-01_2015.05.10_RD_12bit_RGBI_6m,124.45 ,07-08-2015
S6_ORTHO_070-01_2016.07.18_RD_12bit_RGBI_6m,126.56 ,26-07-2016
S6_ORTHO_071-01_2015.05.10_RD_12bit_RGBI_6m,156.55 ,07-08-2015
S6_ORTHO_072-01_2015.05.10_RD_12bit_RGBI_6m,154.18 ,07-08-2015
S6_ORTHO_073-01_2014.06.20_RD_12bit_RGBI_6m,145.69 ,20-10-2015
S6_ORTHO_073-01_2015.05.10_RD_12bit_RGBI_6m,130.21 ,07-08-2015
S6_ORTHO_074-01_2015.05.10_RD_12bit_RGBI_6m,135.83 ,07-08-2015
S6_ORTHO_075-01_2014.07.02_RD_12bit_RGBI_6m,301.07 ,22-10-2015
S6_ORTHO_075-01_2015.05.10_RD_12bit_RGBI_6m,99.95 ,23-09-2015
S6_ORTHO_076-01_2014.07.02_RD_12bit_RGBI_6m,184.11 ,22-10-2015
S6_ORTHO_076-01_2015.05.10_RD_12bit_RGBI_6m,137.93 ,07-08-2015
S6_ORTHO_077-01_2014.07.02_RD_12bit_RGBI_6m,50.96 ,22-10-2015
S6_ORTHO_077-01_2015.05.10_RD_12bit_RGBI_6m,43.31 ,07-08-2015
S6_ORTHO_078-01_2014.07.02_RD_12bit_RGBI_6m,301.07 ,22-10-2015
S6_ORTHO_078-01_2015.05.10_RD_12bit_RGBI_6m,83.11 ,07-08-2015
S6_ORTHO_078-01_2016.07.04_RD_12bit_RGBI_6m,152.3 ,29-07-2016
S6_ORTHO_079-01_2014.07.02_RD_12bit_RGBI_6m,184.1 ,22-10-2015
S6_ORTHO_079-01_2016.07.04_RD_12bit_RGBI_6m,58.16 ,29-07-2016
S6_ORTHO_080-01_2014.05.14_RD_12bit_RGBI_6m,619.68 ,16-10-2015
S6_ORTHO_081-01_2015.05.13_RD_12bit_RGBI_6m,115.41 ,07-08-2015
S6_ORTHO_081-01_2016.07.27_RD_12bit_RGBI_6m,147.37 ,01-08-2016
S6_ORTHO_082-01_2015.05.13_RD_12bit_RGBI_6m,141.2 ,06-07-2015
S6_ORTHO_082-01_2016.07.23_RD_12bit_RGBI_6m,78 b	04-08-2016
S6_ORTHO_083-01_2015.05.15_RD_12bit_RGBI_6m,94.53 ,07-08-2015
S6_ORTHO_083-01_2016.07.23_RD_12bit_RGBI_6m,78 b	04-08-2016
S6_ORTHO_084-01_2015.05.15_RD_12bit_RGBI_6m,723 Kb	07-08-2015
S6_ORTHO_084-01_2016.07.20_RD_12bit_RGBI_6m,262 Kb	04-08-2016
S6_ORTHO_085-01_2014.07.04_RD_12bit_RGBI_6m,94.86 ,22-10-2015
S6_ORTHO_085-01_2015.05.15_RD_12bit_RGBI_6m,10.45 ,07-08-2015
S6_ORTHO_085-01_2016.07.20_RD_12bit_RGBI_6m,6.15 ,04-08-2016
S6_ORTHO_086-01_2014.07.07_RD_12bit_RGBI_6m,48.22 ,22-10-2015
S6_ORTHO_086-01_2015.05.17_RD_12bit_RGBI_6m,57.3 ,13-08-2015
S6_ORTHO_086-01_2016.07.27_RD_12bit_RGBI_6m,109.32 ,04-08-2016
S6_ORTHO_087-01_2015.05.17_RD_12bit_RGBI_6m,117.82 ,13-08-2015
S6_ORTHO_087-01_2016.07.27_RD_12bit_RGBI_6m,84.15 ,04-08-2016
S6_ORTHO_088-01_2014.06.20_RD_12bit_RGBI_6m,327.67 ,20-10-2015
S6_ORTHO_088-01_2015.05.20_RD_12bit_RGBI_6m,134.72 ,13-08-2015
S6_ORTHO_090-01_2015.05.22_RD_12bit_RGBI_6m,71.11 ,13-08-2015
S6_ORTHO_090-01_2016.07.20_RD_12bit_RGBI_6m,49.17 ,04-08-2016
S6_ORTHO_091-01_2015.05.22_RD_12bit_RGBI_6m,92.31 ,13-08-2015
S6_ORTHO_091-01_2016.07.20_RD_12bit_RGBI_6m,56.98 ,04-08-2016
S6_ORTHO_092-01_2014.07.07_RD_12bit_RGBI_6m,185.88 ,22-10-2015
S6_ORTHO_092-01_2015.05.24_RD_12bit_RGBI_6m,135.75 ,21-07-2015
S6_ORTHO_092-01_2016.07.20_RD_12bit_RGBI_6m,81.66 ,04-08-2016
S6_ORTHO_093-01_2014.07.11_RD_12bit_RGBI_6m,148.23 ,22-10-2015
S6_ORTHO_093-01_2015.05.24_RD_12bit_RGBI_6m,114.11 ,13-08-2015
S6_ORTHO_093-01_2016.07.18_RD_12bit_RGBI_6m,36.24 ,04-08-2016
S6_ORTHO_094-01_2014.07.11_RD_12bit_RGBI_6m,76.53 ,22-10-2015
S6_ORTHO_094-01_2015.05.24_RD_12bit_RGBI_6m,38.22 ,13-08-2015
S6_ORTHO_094-01_2016.07.18_RD_12bit_RGBI_6m,54.29 ,04-08-2016
S6_ORTHO_095-01_2014.07.02_RD_12bit_RGBI_6m,144.17 ,22-10-2015
S6_ORTHO_095-01_2015.05.24_RD_12bit_RGBI_6m,82.97 ,13-08-2015
S6_ORTHO_096-01_2014.07.02_RD_12bit_RGBI_6m,155.91 ,22-10-2015
S6_ORTHO_096-01_2015.05.24_RD_12bit_RGBI_6m,151.34 ,13-08-2015
S6_ORTHO_097-01_2015.05.24_RD_12bit_RGBI_6m,152.71 ,13-08-2015
S6_ORTHO_098-01_2014.07.02_RD_12bit_RGBI_6m,122.86 ,22-10-2015
S6_ORTHO_098-01_2015.05.24_RD_12bit_RGBI_6m,153.93 ,13-08-2015
S6_ORTHO_099-01_2014.07.02_RD_12bit_RGBI_6m,36.59 ,22-10-2015
S6_ORTHO_099-01_2015.05.24_RD_12bit_RGBI_6m,157.94 ,13-08-2015
S6_ORTHO_099-01_2016.06.29_RD_12bit_RGBI_6m,121.11 ,11-08-2016
S6_ORTHO_100-01_2015.05.24_RD_12bit_RGBI_6m,165.58 ,13-08-2015
S6_ORTHO_100-01_2016.06.29_RD_12bit_RGBI_6m,103.57 ,11-08-2016
S6_ORTHO_101-01_2015.05.24_RD_12bit_RGBI_6m,130.13 ,13-08-2015
S6_ORTHO_101-01_2016.06.29_RD_12bit_RGBI_6m,76.33 ,11-08-2016
S6_ORTHO_102-01_2014.07.11_RD_12bit_RGBI_6m,156.69 ,22-10-2015
S6_ORTHO_102-01_2016.06.29_RD_12bit_RGBI_6m,160.59 ,11-08-2016
S6_ORTHO_103-01_2014.07.11_RD_12bit_RGBI_6m,129.02 ,22-10-2015
S6_ORTHO_103-01_2016.06.29_RD_12bit_RGBI_6m,167.65 ,11-08-2016
S6_ORTHO_104-01_2014.07.11_RD_12bit_RGBI_6m,217.9 ,22-10-2015
S6_ORTHO_104-01_2016.06.29_RD_12bit_RGBI_6m,106.28 ,11-08-2016
S6_ORTHO_105-01_2014.07.11_RD_12bit_RGBI_6m,408.32 ,22-10-2015
S6_ORTHO_105-01_2016.06.29_RD_12bit_RGBI_6m,163.36 ,11-08-2016
S6_ORTHO_106-01_2015.06.03_RD_12bit_RGBI_6m,40.83 ,01-08-2015
S6_ORTHO_106-01_2016.06.29_RD_12bit_RGBI_6m,99.95 ,11-08-2016
S6_ORTHO_107-01_2016.06.17_RD_12bit_RGBI_6m,153.13 ,11-08-2016
S6_ORTHO_108-01_2016.06.29_RD_12bit_RGBI_6m,258 Kb	11-08-2016
S6_ORTHO_109-01_2016.06.29_RD_12bit_RGBI_6m,5.68 ,11-08-2016
S6_ORTHO_110-01_2014.04.20_RD_12bit_RGBI_6m,147.44 ,16-10-2015
S6_ORTHO_111-01_2014.04.20_RD_12bit_RGBI_6m,454.46 ,16-10-2015
S6_ORTHO_112-01_2014.04.18_RD_12bit_RGBI_6m,346.31 ,16-10-2015
S6_ORTHO_113-01_2014.07.12_RD_12bit_RGBI_6m,27.93 ,22-10-2015
S6_ORTHO_114-01_2014.07.12_RD_12bit_RGBI_6m,72.4 ,22-10-2015
S6_ORTHO_115-01_2014.07.12_RD_12bit_RGBI_6m,104.45 ,22-10-2015
S6_ORTHO_115-01_2016.08.18_RD_12bit_RGBI_6m,277.72 ,22-08-2016
S6_ORTHO_116-01_2014.07.12_RD_12bit_RGBI_6m,109.32 ,22-10-2015
S6_ORTHO_116-01_2016.08.18_RD_12bit_RGBI_6m,388.17 ,22-08-2016
S6_ORTHO_117-01_2014.07.12_RD_12bit_RGBI_6m,154.84 ,22-10-2015
S6_ORTHO_117-01_2016.08.18_RD_12bit_RGBI_6m,290.39 ,22-08-2016
S6_ORTHO_118-01_2014.07.12_RD_12bit_RGBI_6m,159.38 ,22-10-2015
S6_ORTHO_118-01_2016.08.18_RD_12bit_RGBI_6m,58.65 ,23-08-2016
S6_ORTHO_120-01_2014.07.16_RD_12bit_RGBI_6m,147.55 ,22-10-2015
S6_ORTHO_121-01_2014.07.16_RD_12bit_RGBI_6m,152.92 ,22-10-2015
S6_ORTHO_122-01_2014.07.18_RD_12bit_RGBI_6m,45.74 ,22-10-2015
S6_ORTHO_122-01_2015.06.05_RD_12bit_RGBI_6m,98.43 ,01-08-2015
S6_ORTHO_123-01_2015.06.05_RD_12bit_RGBI_6m,76.06 ,01-08-2015
S6_ORTHO_124-01_2014.07.19_RD_12bit_RGBI_6m,154.11 ,22-10-2015
S6_ORTHO_124-01_2015.06.05_RD_12bit_RGBI_6m,94.76 ,01-08-2015
S6_ORTHO_125-01_2014.07.19_RD_12bit_RGBI_6m,98.06 ,22-10-2015
S6_ORTHO_125-01_2015.06.05_RD_12bit_RGBI_6m,108.68 ,01-08-2015
S6_ORTHO_126-01_2014.07.19_RD_12bit_RGBI_6m,157.95 ,22-10-2015
S6_ORTHO_126-01_2015.06.05_RD_12bit_RGBI_6m,10.13 ,01-08-2015
S6_ORTHO_127-01_2014.07.19_RD_12bit_RGBI_6m,131.23 ,22-10-2015
S6_ORTHO_128-01_2014.07.19_RD_12bit_RGBI_6m,77.81 ,22-10-2015
S6_ORTHO_130-01_2015.05.10_RD_12bit_RGBI_6m,139.21 ,06-07-2015
S6_ORTHO_130-01_2016.08.30_RD_12bit_RGBI_6m,118.07 ,31-08-2016
S6_ORTHO_131-01_2015.06.10_RD_12bit_RGBI_6m,95.38 ,01-08-2015
S6_ORTHO_131-01_2016.09.06_RD_12bit_RGBI_6m,144.86 ,16-09-2016
S6_ORTHO_132-01_2014.07.19_RD_12bit_RGBI_6m,109.5 ,22-10-2015
S6_ORTHO_132-01_2015.06.10_RD_12bit_RGBI_6m,98.57 ,01-08-2015
S6_ORTHO_132-01_2016.09.06_RD_12bit_RGBI_6m,100.43 ,16-09-2016
S6_ORTHO_133-01_2014.07.19_RD_12bit_RGBI_6m,33.68 ,22-10-2015
